CPU Name,CPU Mark
Intel Core i3-3240 @ 3.40GHz,2317
ARM Cortex-A76 4 Core 2600 MHz,2316
AMD Athlon II X4 641 Quad-Core,2313
Unisoc ums9230,2313
Intel Core m7-6Y75 @ 1.20GHz,2312
Intel Core i3-2140 @ 3.50GHz,2307
Intel Core i5-4210U @ 1.70GHz,2307
Intel Xeon L3360 @ 2.83GHz,2306
MediaTek MT6768V/CA,2305
Intel Core2 Extreme Q6850 @ 3.00GHz,2304
AMD Phenom II X4 B70,2303
AMD A8-3870K APU,2301
AMD A10-6700T APU,2299
Allwinner A527,2297
Intel Celeron G4930T @ 3.00GHz,2297
Intel Xeon X3430 @ 2.40GHz,2296
Intel Core m5-6Y54 @ 1.10GHz,2291
AMD Phenom II X4 840T,2286
Intel Xeon E5472 @ 3.00GHz,2286
Intel Celeron N4505 @ 2.00GHz,2285
Intel Pentium 1403 v2 @ 2.60GHz,2284
AMD Opteron 3260 HE,2283
Intel Core i3-6006U @ 2.00GHz,2283
AMD Athlon X4 730,2278
Intel Xeon E3-1220L @ 2.20GHz,2274
Intel Xeon L5520 @ 2.27GHz,2274
Intel Core i7-4550U @ 1.50GHz,2272
Intel Pentium 5405U @ 2.30GHz,2271
Intel Pentium 4417U @ 2.30GHz,2270
Intel Core i3-3220 @ 3.30GHz,2264
Intel Xeon X3350 @ 2.66GHz,2263
Intel Xeon L5430 @ 2.66GHz,2260
AMD Phenom II X4 B45,2258
Intel Celeron J3455 @ 1.50GHz,2254
mt6779,2251
AMD Athlon II X4 638 Quad-Core,2250
Samsung Exynos 9610,2250
Virtual @ 2.74GHz,2248
AMD Phenom II X4 925,2246
Intel Core i5-3427U @ 1.80GHz,2246
Intel Celeron N6211 @ 1.20GHz,2245
Intel Core i3-3225 @ 3.30GHz,2242
AMD A8-8600P,2240
Intel Core i5-650 @ 3.20GHz,2240
AMD Phenom II X4 B40,2238
Intel Core i7-3555LE @ 2.50GHz,2238
"Qualcomm Technologies, Inc SDM662",2237
AMD Athlon II X4 640,2234
Intel Xeon E3-1220L V2 @ 2.30GHz,2234
Intel Celeron G3930 @ 2.90GHz,2233
Intel Xeon E5430 @ 2.66GHz,2233
Intel Pentium 4415U @ 2.30GHz,2232
Intel Celeron G4900T @ 2.90GHz,2231
Intel Xeon X3353 @ 2.66GHz,2229
MT6769V,2229
Intel Core i5-2520M @ 2.50GHz,2228
MT6969T,2228
MediaTek MT6771V/WM,2225
Intel Pentium G3440 @ 3.30GHz,2224
Intel Core i5-8200Y @ 1.30GHz,2220
Intel Celeron G3930TE @ 2.70GHz,2218
Intel Core2 Quad Q9500 @ 2.83GHz,2218
AMD A10-8700P,2217
AMD PRO A10-8700B,2217
Intel Core i3-3210 @ 3.20GHz,2217
"Qualcomm Technologies, Inc SM6125",2217
Intel Pentium G3460 @ 3.50GHz,2216
Snapdragon 835,2211
AMD Phenom II X4 920,2209
AMD Phenom II X4 973,2204
AMD Athlon II X4 635,2201
Intel Core i3-5010U @ 2.10GHz,2197
Intel Xeon X5472 @ 3.00GHz,2197
Qualcomm SDM439,2195
Intel Celeron J3455E @ 1.50GHz,2193
Intel Core i3-21050 @ 3.10GHz,2193
MediaTek MT6769V/WB,2192
Intel Pentium G4400TE @ 2.40GHz,2190
AMD PRO A8-8600B,2188
Intel Core i5-4200U @ 1.60GHz,2187
MediaTek MT6797X,2182
Intel Core2 Quad Q9450 @ 2.66GHz,2180
Intel Celeron G3900 @ 2.80GHz,2176
AMD A8-3820 APU,2174
Intel Atom C2750 @ 2.41GHz,2174
Intel Core i3-5020U @ 2.20GHz,2173
Intel Core i7-940XM @ 2.13GHz,2172
Intel Core m3-6Y30 @ 0.90GHz,2167
Intel Pentium G3450 @ 3.40GHz,2167
Intel Core i7-860S @ 2.53GHz,2166
AMD A6-3670 APU,2165
Intel Pentium N4200 @ 1.10GHz,2164
AMD Phenom II X4 B93,2159
"Qualcomm Technologies, Inc SDM636",2159
AMD A8-7690K,2157
"ARM Phytium,D2000/8 E8C 8 Core 2300 MHz",2156
Intel Core i5-4250U @ 1.30GHz,2156
AMD A8-7200P,2154
AMD FirePro A320 APU,2153
AMD Athlon II X4 631 Quad-Core,2150
Intel Xeon E5462 @ 2.80GHz,2146
Intel Core2 Extreme Q6800 @ 2.93GHz,2145
AMD Athlon II X4 630,2142
QTI MSM8937,2142
ARM Cortex-A76 4 Core 2400 MHz,2138
MT6765H,2132
MediaTek MT6763V/CE,2130
Intel Pentium G3430 @ 3.30GHz,2127
Intel Xeon L5420 @ 2.50GHz,2125
Intel Atom x7-E3950 @ 1.60GHz,2124
"Qualcomm Technologies, Inc APQ8053",2120
"Qualcomm Technologies, Inc SM4250",2120
AMD Athlon X4 640,2115
Hardkernel ODROID-N2Plus,2115
Intel Xeon X3330 @ 2.66GHz,2111
Intel Core2 Quad Q9400 @ 2.66GHz,2110
Samsung Exynos 850,2110
AMD Phenom II X4 910e,2108
AMD Phenom II X4 B25,2108
Intel Pentium G3440T @ 2.80GHz,2107
Intel Celeron 6305 @ 1.80GHz,2105
Intel Celeron G5905T @ 3.30GHz,2100
Intel Core2 Quad Q6700 @ 2.66GHz,2099
Intel Core2 Quad Q9505 @ 2.83GHz,2098
Intel Core i5-3337U @ 1.80GHz,2097
Intel Pentium 4405U @ 2.10GHz,2097
AMD 3015Ce,2094
Mediatek MT6765H,2093
Samsung Exynos7870,2093
Intel Pentium G2140 @ 3.30GHz,2092
Intel Celeron G3900T @ 2.60GHz,2089
Intel Pentium G3260 @ 3.30GHz,2088
AMD Phenom II X4 820,2086
Intel Core M-5Y51 @ 1.10GHz,2085
"Qualcomm Technologies, Inc SDM632",2080
AMD Opteron 1389,2079
AMD A10-7400P,2078
AMD Athlon II X4 655,2078
Intel Core2 Quad Q8400 @ 2.66GHz,2077
Intel Pentium G3258 @ 3.20GHz,2075
AMD Opteron 2384,2074
Intel Core i3-2125 @ 3.30GHz,2074
Intel Core i7-610E @ 2.53GHz,2071
Intel Core i7-640M @ 2.80GHz,2071
AMD Phenom II X4 830,2070
Intel Core i5-2450M @ 2.50GHz,2068
Intel Core i5-2435M @ 2.40GHz,2065
AMD Opteron 3250 HE,2061
MT6797M,2061
Apple A9,2059
AMD Opteron 4162 EE,2058
Intel Xeon X3230 @ 2.66GHz,2052
AMD A6-3650 APU,2049
Intel Core i3-3240T @ 2.90GHz,2044
"Qualcomm Technologies, Inc SDM460",2041
Intel Celeron G3930T @ 2.70GHz,2040
Intel Core i7-3517U @ 1.90GHz,2039
Intel Celeron G3900E @ 2.40GHz,2034
Intel Core i3-2130 @ 3.40GHz,2034
SAMSUNG Exynos7420,2030
Intel Core i3-2102 @ 3.10GHz,2029
MediaTek MT8768CT,2028
Intel Xeon E7- 2830 @ 2.13GHz,2027
Intel Core M-5Y71 @ 1.20GHz,2025
Giada JHS558 (Android),2022
Intel Core i3-4330TE @ 2.40GHz,2022
Intel Xeon E5420 @ 2.50GHz,2022
Intel Core i3-5005U @ 2.00GHz,2018
Intel Core i5-655K @ 3.20GHz,2017
Intel Pentium G3450T @ 2.90GHz,2016
Intel Core2 Extreme Q9200 @ 2.40GHz,2011
Intel Core i5-2415M @ 2.30GHz,2011
Intel Core i5-3317U @ 1.70GHz,2009
AMD A10-5750M APU,2007
Intel Celeron N4500 @ 1.10GHz,2006
AMD A8-3800 APU,2005
Intel Core i5-2430M @ 2.40GHz,2005
AMD Athlon II X4 620,2003
AMD Athlon II X4 615e,2000
Intel Core i7-2655LE @ 2.20GHz,1999
AMD Opteron 2427,1995
Intel Xeon E5410 @ 2.33GHz,1990
Intel Pentium G3250 @ 3.20GHz,1989
Intel Celeron N3450 @ 1.10GHz,1987
Intel Core i7-620M @ 2.67GHz,1986
Intel Xeon X3320 @ 2.50GHz,1986
AMD Athlon II X3 460,1985
MediaTek MT8768WT,1984
Intel Celeron 6305E @ 1.80GHz,1981
Intel Xeon X5355 @ 2.66GHz,1979
"Qualcomm Technologies, Inc 450",1978
Intel Atom x5-E3940 @ 1.60GHz,1973
Mediatek MT6765,1972
Intel Core2 Quad Q9300 @ 2.50GHz,1970
Intel Core i7-3689Y @ 1.50GHz,1967
Intel Xeon E5506 @ 2.13GHz,1967
AMD Athlon II X4 605e,1963
Intel Core i3-2120 @ 3.30GHz,1963
"Qualcomm Technologies, Inc MSM8976SG",1961
AMD Phenom II X4 805,1959
Intel Core i3-4025U @ 1.90GHz,1959
Intel Atom E3900 @ 1.60GHz,1953
MT8169A,1953
"Qualcomm Technologies, Inc QCS610",1949
Intel Core i3-4120U @ 2.00GHz,1948
AMD Phenom 9850B Quad-Core,1946
Intel Xeon X3220 @ 2.40GHz,1945
Intel Core i5-2410M @ 2.30GHz,1941
MT6757W,1941
AMD FX-7500 APU,1939
Intel Pentium G3240 @ 3.10GHz,1938
AMD A10 PRO-7350B APU,1937
AMD Phenom II X4 810,1937
Intel Core i3-3220T @ 2.80GHz,1937
Intel Core i7-840QM @ 1.87GHz,1937
Intel Xeon X6550 @ 2.00GHz,1936
Intel Xeon E5603 @ 1.60GHz,1935
Intel Core i7-2677M @ 1.80GHz,1934
Intel Core i5-580M @ 2.67GHz,1933
Intel Pentium G3420 @ 3.20GHz,1933
AMD A10-5757M APU,1932
AMD A8-6500T APU,1929
Intel Xeon E5507 @ 2.27GHz,1928
AMD A10-4600M APU,1927
AMD Phenom II X4 905e,1921
Intel Pentium G2130 @ 3.20GHz,1921
Intel Xeon L5410 @ 2.33GHz,1921
AMD Opteron 3320 EE,1918
Intel Core2 Extreme Q9300 @ 2.53GHz,1918
Intel Core M-5Y31 @ 0.90GHz,1916
Intel Celeron G1850 @ 2.90GHz,1915
Intel Core2 Quad Q9100 @ 2.26GHz,1915
Intel Pentium G3420T @ 2.70GHz,1912
"Qualcomm Technologies, Inc BENGAL-IOT",1912
AMD Opteron X2170 APU,1911
P22,1908
Intel Core i5-3439Y @ 1.50GHz,1907
Intel Core i5-4422E @ 1.80GHz,1907
AMD Phenom II X4 B05e,1906
AMD PRO A6-8570,1906
Intel Core i5-560M @ 2.67GHz,1906
"Qualcomm Technologies, Inc SDM630",1906
Intel Core M-5Y10a @ 0.80GHz,1905
AMD Opteron 2419 EE,1902
Intel Celeron N6210 @ 1.20GHz,1900
Intel Core i3-3130M @ 2.60GHz,1900
Intel Pentium G3220 @ 3.00GHz,1899
AMD Opteron 1385,1898
Intel Core i3-2105 @ 3.10GHz,1896
HiSilicon Kirin 659,1893
Intel Pentium G2120 @ 3.10GHz,1892
Allwinner A523,1889
Intel Atom C3538 @ 2.10GHz,1889
Intel Core i5-2510E @ 2.50GHz,1889
Intel Core i7-920XM @ 2.00GHz,1885
AMD Phenom 9950 Quad-Core,1884
Intel Core2 Quad Q8300 @ 2.50GHz,1884
AMD Athlon II X4 610e,1882
AMD PRO A6-8550B,1882
Intel Core i5-2515E @ 2.50GHz,1882
Intel Core M-5Y10c @ 0.80GHz,1881
Intel Core i3-4030U @ 1.90GHz,1878
MT6765V/WB,1878
AMD A6-9500,1872
Intel Xeon E5345 @ 2.33GHz,1868
AMD Athlon 5370 APU,1867
AMD Opteron 2378,1864
Rockchip RK3399 EVB IND LPDDR4 Board lvds (Android,1862
Intel Core i3-4110U @ 1.90GHz,1860
AMD A8-5550M APU,1859
AMD Athlon II X3 455,1856
Intel Core i3-5015U @ 2.10GHz,1855
Intel Core i3-2100 @ 3.10GHz,1854
Intel Core i5-4230U @ 1.90GHz,1853
AMD A6-3620 APU,1851
ARM Cortex-A53 6 Core 1896 MHz,1851
Intel Pentium 1403 @ 2.60GHz,1851
Intel Celeron G3900TE @ 2.30GHz,1850
Intel Core i3-4100E @ 2.40GHz,1848
MediaTek MT6765V/CB,1848
Intel Core i3-2310E @ 2.10GHz,1845
AMD Phenom II X3 B77,1844
Intel Xeon X3323 @ 2.50GHz,1837
AMD A6-7480,1836
AMD Phenom 9750 Quad-Core,1833
Intel Atom x6211E @ 1.30GHz,1833
Intel Core i7-2637M @ 1.70GHz,1831
AMD Phenom II X4 B15e,1825
MT6765,1824
AMD Athlon II X3 445,1823
Intel Core i3-2330E @ 2.20GHz,1823
Intel Core i7-740QM @ 1.73GHz,1823
Intel Core M-5Y70 @ 1.10GHz,1823
Samsung Exynos 7885,1823
AMD Phenom 9600B Quad-Core,1822
Samsung Exynos 7904,1819
AMD Athlon II X3 450,1818
"Qualcomm Technologies, Inc APQ8094",1818
AMD A8-7410 APU,1814
AArch64 rev 4 (aarch64),1813
Intel Core2 Quad Q6600 @ 2.40GHz,1813
Mediatek MT6762,1813
AMD Athlon X4 620,1810
Intel Celeron 4305U @ 2.20GHz,1807
Intel Core i5-540M @ 2.53GHz,1806
AMD A8-5557M APU,1801
"Qualcomm Technologies, Inc MSM8953",1801
Spreadtrum T603,1801
AMD A6-7470K,1799
AMD Opteron 1381,1797
AMD Phenom II X940 Quad-Core,1797
AMD GX-420MC SOC,1796
AMD PRO A4-3350B APU,1796
Intel Atom C3508 @ 1.60GHz,1796
MediaTek MT6765V/CA,1789
AMD Athlon X4 530,1786
Mediatek MT8768WE,1785
AMD Phenom X4 Quad-Core GP-9730,1784
AMD Athlon X3 455,1783
AMD GX-424CC SOC,1783
AMD Athlon X3 435,1781
AMD Athlon 5350 APU,1779
Intel Core2 Quad Q8200 @ 2.33GHz,1779
Intel Core i7-820QM @ 1.73GHz,1778
MT6765V/WA,1778
AMD GX-420CA SOC,1777
AMD Phenom II X4 910,1776
AMD A10-5745M APU,1774
Samsung Exynos 7880,1774
AMD R-464L APU,1773
Intel Core i3-4000M @ 2.40GHz,1772
ASUS Tinker Board 2/2S,1771
MT6757WD,1771
AMD PRO A6-9500,1770
Intel Xeon L5408 @ 2.13GHz,1769
AMD Phenom II N830 3+1,1768
MediaTek MT6797,1768
Intel Celeron G1840 @ 2.80GHz,1765
AMD A8-6410 APU,1762
MediaTek MT6757CD,1761
AMD A10-4657M APU,1759
Intel Pentium G3250T @ 2.80GHz,1757
AMD A6-9500E,1756
Intel Pentium G3260T @ 2.90GHz,1755
"Qualcomm Technologies, Inc MSM8976",1748
AMD A10-7300 APU,1744
AMD Opteron 2373 EE,1744
Intel Celeron 3965U @ 2.20GHz,1743
Intel Pentium G2030 @ 3.00GHz,1743
HP Hexa-Core 2.0GHz,1741
AMD Phenom II X3 B75,1738
MT6752M,1735
MT6762,1735
AMD Opteron 2356,1733
MT6752,1728
AMD A6-7310 APU,1725
AMD Phenom 9850 Quad-Core,1722
AMD Phenom X2 Dual-Core GE-6060,1722
Mediatek MT6765V/WB,1720
Intel Core i3-4158U @ 2.00GHz,1718
Intel Core i5-520M @ 2.40GHz,1718
Intel Xeon E5405 @ 2.00GHz,1718
MT6763V/CT,1717
AMD Phenom 9650 Quad-Core,1713
Intel Core i5-2557M @ 1.70GHz,1713
AMD Athlon II X3 440,1712
AMD Athlon II X4 600e,1711
"Qualcomm Technologies, Inc APQ8096",1710
Intel Celeron G1630 @ 2.80GHz,1707
Intel Celeron G1820 @ 2.70GHz,1707
Intel Core i3-560 @ 3.33GHz,1706
AMD Opteron 1356,1703
AMD Phenom FX-5200 Quad-Core,1699
Intel Celeron 4305UE @ 2.00GHz,1699
Intel Pentium 4425Y @ 1.70GHz,1698
Unisoc UIS8581A,1697
Intel Atom x6211E @ 1.20GHz,1695
Intel Core i3-3120M @ 2.50GHz,1692
Intel Pentium G2100T @ 2.60GHz,1691
MediaTek MT8768WA,1688
AMD Phenom II N970 Quad-Core,1687
Intel Core i7-2617M @ 1.50GHz,1687
Intel Pentium G2020 @ 2.90GHz,1681
Intel Xeon L5335 @ 2.00GHz,1678
AMD A8-4500M APU,1675
AMD Athlon II X3 435,1674
"Qualcomm Technologies, Inc APQ8076",1673
Spreadtrum SC9863A Board,1671
AMD Phenom II X920 Quad-Core,1669
AMD A4-7210 APU,1666
AMD A6-6310 APU,1666
AMD A6 PRO-7400B,1663
AMD PRO A6-9500E,1662
AMD A6-5200 APU,1661
Intel Core i3-4005U @ 1.70GHz,1659
AMD A9-9430,1658
Qualcomm MSM8996PRO-AB,1658
AMD A4-6250J APU,1656
AMD Phenom 9550 Quad-Core,1656
Intel Core i7-720QM @ 1.60GHz,1656
AMD A10-4655M APU,1655
Intel Core i3-4010U @ 1.70GHz,1654
Intel Core i3-4030Y @ 1.60GHz,1654
ARM Falkor V1/Kryo 8 Core 1900 MHz,1652
AMD Phenom X4 Quad-Core GP-9600,1649
AMD A4 PRO-3340B,1645
AMD A6-3600 APU,1645
AMD A8-7100 APU,1641
Intel Core i3-3110M @ 2.40GHz,1639
AMD PRO A4-8350B,1635
Nvidia Tegra T210,1635
Intel Celeron G1820T @ 2.40GHz,1631
AMD Embedded R-Series RX-216GD,1628
Intel Core M-5Y10 @ 0.80GHz,1628
AMD Athlon X3 445,1626
AMD PRO A6-8570E,1621
Intel Pentium G2010 @ 2.80GHz,1620
AMD A6-7400K APU,1619
Intel Core i5 E 520 @ 2.40GHz,1619
QTI SDM450,1617
AMD A6-6400B APU,1616
AMD A8-3510MX APU,1614
MediaTek MT6765G,1614
Intel Pentium G2120T @ 2.70GHz,1613
Samsung Exynos 7420,1612
Intel Core i3-550 @ 3.20GHz,1609
MT6755V/W,1608
Intel Celeron 2000E @ 2.20GHz,1607
MediaTek MT6797T,1605
AMD A6-8550,1604
AMD GX-416RA SOC,1604
Intel Pentium G3240T @ 2.70GHz,1603
Intel Pentium G3220T @ 2.60GHz,1600
AMD Phenom FX-5000 Quad-Core,1599
Z3-6540M@2.1GHz,1599
AMD PRO A6-8500B,1594
Intel Core i5-4220Y @ 1.60GHz,1591
Intel Pentium 4415Y @ 1.60GHz,1590
Intel Core i5-3339Y @ 1.50GHz,1589
Qualcomm MSM8953,1589
Intel Celeron J4005 @ 2.00GHz,1585
AMD Phenom II N930 Quad-Core,1584
MediaTek MT6762V/CB,1584
Intel Pentium G2030T @ 2.60GHz,1581
AMD A8-3550MX APU,1579
ARM phytium FT1500a 4 Core 2000 MHz,1579
Intel Core2 Quad Q9000 @ 2.00GHz,1579
AMD Phenom 9600 Quad-Core,1577
Intel Core i5-4210Y @ 1.50GHz,1577
AMD A6-6420K APU,1576
Intel Celeron G1840T @ 2.50GHz,1576
AMD A8-5545M APU,1575
Intel Celeron J4025 @ 2.00GHz,1573
Mediatek MT6765V/XBA,1573
AMD A8-3530MX APU,1572
Intel Pentium G3320TE @ 2.30GHz,1570
MediaTek MT6763V/V,1569
QTI SDM439,1568
AMD Phenom X2 Dual-Core GE-5060,1566
AMD Embedded G-Series GX-420GI Radeon R7E,1564
Spreadtrum T310,1563
AMD Athlon II X3 425,1561
MediaTek MT6762V/WD,1561
ZHAOXIN KaiXian KX-6640MA@2.2+GHz,1561
Intel Celeron G1830 @ 2.80GHz,1560
AMD Phenom II N950 Quad-Core,1558
Intel Core i5-4200Y @ 1.40GHz,1558
AMD Athlon II X3 420e,1557
Intel Celeron G1620 @ 2.70GHz,1556
Samsung Exynos 7884,1556
AMD Phenom II X3 720,1554
MT6755V/C,1554
Intel Celeron N4020C @ 1.10GHz,1553
MediaTek MT6762V/WR,1553
AMD Phenom II X3 710,1551
"Qualcomm Technologies, Inc MSM8996pro",1551
AMD A6-6420B APU,1550
MediaTek MT6757V,1550
AMD Phenom 9500 Quad-Core,1549
Intel Xeon E5335 @ 2.00GHz,1549
Intel Celeron N4020 @ 1.10GHz,1548
AMD Opteron 1352,1547
ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz,1547
AMD A4 PRO-7350B,1544
Intel Atom x6414RE @ 1.50GHz,1544
MT6763V/B,1544
Intel Celeron G1620T @ 2.40GHz,1541
Apple A8,1540
AMD Phenom II X3 B73,1538
Intel Core i3-540 @ 3.07GHz,1534
AMD A4-6320 APU,1530
AMD A4-7300 APU,1528
AMD A8 PRO-7150B APU,1528
Samsung A13 USA SINGLE REV02B board based on EXYNO,1528
Intel Pentium 4405Y @ 1.50GHz,1526
Intel Xeon X5270 @ 3.50GHz,1524
Mediatek MT8768A,1524
Intel Pentium G870 @ 3.10GHz,1523
AMD Phenom 9750B Quad-Core,1520
Intel Core i3-2120T @ 2.60GHz,1520
Intel Xeon E5504 @ 2.00GHz,1519
AMD A9-9410,1517
AMD Athlon X3 425,1516
Intel Core i5-4302Y @ 1.60GHz,1516
AMD E2-7110 APU,1515
Intel Celeron G1610 @ 2.60GHz,1514
AMD Opteron 2354,1509
AMD A9-9425,1507
Intel Celeron 3955U @ 2.00GHz,1507
AMD Phenom II X4 900e,1505
AMD Athlon X2 370K Dual Core,1504
AMD Phenom 9350e Quad-Core,1501
High Performance Datacenter v,1501
Intel Celeron 2970M @ 2.20GHz,1501
Intel Core i7-640LM @ 2.13GHz,1501
Intel Pentium 3560M @ 2.40GHz,1499
Intel Core i5-4202Y @ 1.60GHz,1498
AMD A4-6210 APU,1495
ZHAOXIN KaiXian ZX-D D4600@2.0GHz,1492
Intel Core i3-530 @ 2.93GHz,1489
"Qualcomm Technologies, Inc SDA450",1489
Intel Core i3-2100T @ 2.50GHz,1488
AMD A9-9420,1486
"Qualcomm Technologies, Inc MSM8956",1480
AMD A4 PRO-7300B APU,1477
Intel Core i5-4300Y @ 1.60GHz,1477
AMD Opteron X3216 APU,1475
Intel Core m5-7Y54 @ 1.20GHz,1475
AMD A6-6400K APU,1473
Pentium Dual-Core E6000 @ 3.46GHz,1472
Intel Xeon E5320 @ 1.86GHz,1469
Intel Xeon E7320 @ 2.13GHz,1469
MediaTek MT6762V/WA,1469
"Qualcomm Technologies, Inc SDM439",1467
Intel Pentium G860 @ 3.00GHz,1466
Intel Pentium J3710 @ 1.60GHz,1466
Spreadtrum SC9863A,1464
AMD Phenom 8600B Triple-Core,1461
Intel Celeron 3867U @ 1.80GHz,1460
Intel Celeron 5205U @ 1.90GHz,1459
Intel Core i3-4020Y @ 1.50GHz,1456
Rockchip RK3399 Board (Android),1456
AMD Phenom 9450e Quad-Core,1455
Intel Pentium 4410Y @ 1.50GHz,1452
AMD A6-5400B APU,1451
AMD Phenom II X3 700e,1451
Intel Xeon X5272 @ 3.40GHz,1451
AMD Opteron 1354,1449
AMD A6-3430MX APU,1448
AMD A8-3520M APU,1448
Intel Xeon E5240 @ 3.00GHz,1448
Intel Core i5-2467M @ 1.60GHz,1446
AMD A6-8500P,1445
AMD Phenom 8750 Triple-Core,1445
AMD Phenom II X2 565,1442
AMD Athlon II X3 415e,1441
Intel Core i7-620LM @ 2.00GHz,1440
AMD Athlon X3 440,1438
Intel Pentium G850 @ 2.90GHz,1433
AMD A4-6300 APU,1432
AMD Phenom II X2 B59,1431
Intel Pentium G2020T @ 2.50GHz,1430
Intel Xeon E3113 @ 3.00GHz,1429
ARM Cortex-A73 6 Core 2016 MHz,1428
MediaTek MT6762V/WB,1428
AMD A10 Micro-6700T APU,1426
"Qualcomm Technologies, Inc. MSM8940-PMI8940 MTP",1426
Samsung M13 EUR OPEN REV02 board based on EXYNOS85,1425
AMD Phenom II X3 740,1424
Intel Atom C2558 @ 2.40GHz,1424
Intel Atom C2550 @ 2.40GHz,1422
Unisoc SC9863a,1422
Intel Celeron N4000 @ 1.10GHz,1417
MT6750V/C,1417
Unisoc T310,1417
Hisilicon Kirin 930,1415
"Qualcomm Technologies, Inc MSM8996",1415
AMD Phenom 9150e Quad-Core,1414
AMD GX-415GA SOC,1413
Intel Pentium 2030M @ 2.50GHz,1413
AMD A8-3500M APU,1412
Intel Core i7-2610UE @ 1.50GHz,1409
Intel Core2 Duo E8290 @ 2.83GHz,1408
Intel Xeon E3120 @ 3.16GHz,1408
AMD PRO A6-7350B,1407
Intel Xeon E3-1220L v3 @ 1.10GHz,1407
Intel Celeron 1020E @ 2.20GHz,1406
MT8176,1406
Unisoc SC9863A1,1399
Intel Celeron N4000C @ 1.10GHz,1397
AMD A6-3500 APU,1395
Intel Celeron G1610T @ 2.30GHz,1393
MT6755V/WS,1389
AMD Athlon 5150 APU,1388
Intel Celeron G555 @ 2.70GHz,1388
Intel Pentium G645 @ 2.90GHz,1388
AMD Phenom II P960 Quad-Core,1386
AMD E1-6050J APU ,1385
Intel Xeon L5310 @ 1.60GHz,1385
Intel Pentium G6951 @ 2.80GHz,1383
Intel Pentium N3710 @ 1.60GHz,1383
Intel Pentium 2020M @ 2.40GHz,1379
AMD Phenom II X2 560,1375
MT6763V/WT,1375
AMD Phenom II X2 521,1374
Intel Pentium 3825U @ 1.90GHz,1373
AMD PRO A6-9500B,1371
Intel Core2 Duo E8600 @ 3.33GHz,1370
Qualcomm MSM8996,1366
AMD A4-5300 APU,1364
Samsung EXYNOS5430,1364
Intel Core i3-2370M @ 2.40GHz,1362
Intel Core i3-3217UE @ 1.60GHz,1362
AMD Phenom II X2 570,1360
Intel Celeron 4205U @ 1.80GHz,1360
Intel Core i3-4010Y @ 1.30GHz,1358
AMD Athlon II X2 280,1355
Qualcomm,1354
Intel Core i3-2332M @ 2.20GHz,1353
VIA QuadCore C4650@2.0GHz,1352
Intel Pentium G640 @ 2.80GHz,1348
AMD A4-5100 APU,1346
AMD A9-9400,1346
Intel Xeon L3110 @ 3.00GHz,1338
Intel Xeon L5240 @ 3.00GHz,1337
Intel Atom x7-Z8700 @ 1.60GHz,1336
"Qualcomm Technologies, Inc SDM450",1336
AMD A8-4555M APU,1335
AMD Athlon II X3 405e,1331
Intel Pentium 3550M @ 2.30GHz,1330
AMD A4-5050 APU,1328
AMD A4-6300B APU,1328
AMD Athlon X2 280,1327
Intel Core i5 750S @ 2.40GHz,1326
AMD A6-9225,1325
Intel Xeon @ 2.20GHz,1324
Intel Core i5-480M @ 2.67GHz,1323
AMD Athlon II X3 400e,1320
AMD Phenom II P940 Quad-Core,1319
AMD Phenom II X2 555,1318
AMD Opteron 2393 SE,1317
Intel Pentium G630 @ 2.70GHz,1317
Intel Celeron 3865U @ 1.80GHz,1316
Qualcomm Snapdragon 810,1316
MT8768WE,1314
ARM Cortex-A73 6 Core 1992 MHz,1311
ARM Cortex-A57 4 Core 2091 MHz,1307
Intel Xeon E5310 @ 1.60GHz,1306
ARM Cortex-A15 4 Core 1500 MHz,1304
AMD A6-9230,1303
AMD Athlon X2 340 Dual Core,1301
Intel Core i5-460M @ 2.53GHz,1301
AMD A4-5000 APU,1300
AMD Phenom X4 Quad-Core GP-9500,1297
AMD Athlon X2 450,1295
ARM Cortex-A72 4 Core 2400 MHz,1295
Intel Pentium G6960 @ 2.93GHz,1293
Intel Xeon X3210 @ 2.13GHz,1293
AMD A6-3420M APU,1292
Hisilicon Kirin 935,1291
MT6795,1290
AMD Athlon II X2 270,1289
Intel Core i3-3227U @ 1.90GHz,1289
Intel Core i7-660UM @ 1.33GHz,1284
AMD Phenom 8850B Triple-Core,1281
AMD Phenom II N870 Triple-Core,1281
AMD Phenom 9100e Quad-Core,1279
Unisoc UIS8581E,1279
AMD Sempron 240,1278
Intel Core i3-4012Y @ 1.50GHz,1278
MT6755,1278
Intel Celeron 1020M @ 2.10GHz,1275
AMD Athlon II X2 B28,1274
Intel Atom x7-Z8750 @ 1.60GHz,1274
Intel Celeron 3855U @ 1.60GHz,1274
Mediatek MT8365,1274
AMD Embedded G-Series GX-224IJ Radeon R4E,1271
MT6750V/DN,1271
Samsung M13 SWA INS 00 board based on EXYNOS850,1269
AMD A4-4020 APU,1268
AMD A6-5400K APU,1268
Intel Core i3-2348M @ 2.30GHz,1268
AMD Athlon II X2 265,1265
AMD Phenom II X2 511,1265
Intel Celeron J3160 @ 1.60GHz,1265
AMD A6-9220,1264
AMD A6-3410MX APU,1263
AMD Phenom II N850 Triple-Core,1262
AMD Phenom II X620 Dual-Core,1262
Intel Core i3-330E @ 2.13GHz,1260
Intel Core2 Duo E8500 @ 3.16GHz,1257
Qualcomm MSM8992,1255
